CPSF2	cleavage and polyadenylation specific factor 2	53981
CPSF3	cleavage and polyadenylation specific factor 3	51692
CPSF4	cleavage and polyadenylation specific factor 4	10898
CPSF4L	cleavage and polyadenylation specific factor 4 like	642843
CPSF6	cleavage and polyadenylation specific factor 6	11052
CPSF7	cleavage and polyadenylation specific factor 7	79869
CPT1A	carnitine palmitoyltransferase 1A	1374
CPT1B	carnitine palmitoyltransferase 1B	1375
CPT1C	carnitine palmitoyltransferase 1C	126129
CPT2	carnitine palmitoyltransferase 2	1376
CPT2P1	carnitine palmitoyltransferase 2 pseudogene 1	100420556
CPTP	ceramide-1-phosphate transfer protein	80772
CPVL	carboxypeptidase vitellogenic like	54504
CPXCR1	CPX chromosome region candidate 1	53336
CPXM1	carboxypeptidase X, M14 family member 1	56265
CPXM2	carboxypeptidase X, M14 family member 2	119587
CPZ	carboxypeptidase Z	8532
CR1	complement C3b/C4b receptor 1 (Knops blood group)	1378
CR1L	complement C3b/C4b receptor 1 like	1379
CR2	complement C3d receptor 2	1380
CRABP1	cellular retinoic acid binding protein 1	1381
CRABP2	cellular retinoic acid binding protein 2	1382
CRACR2A	calcium release activated channel regulator 2A	84766
CRACR2B	calcium release activated channel regulator 2B	283229
CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	8738
CRAMP1	cramped chromatin regulator homolog 1	57585
CRAT	carnitine O-acetyltransferase	1384
CRB1	crumbs cell polarity complex component 1	23418
CRB2	crumbs cell polarity complex component 2	286204
CRB3	crumbs cell polarity complex component 3	92359
CRB3P1	crumbs cell polarity complex component 3 pseudogene 1	106480279
CRBN	cereblon	51185
CRCP	CGRP receptor component	27297
CRCT1	cysteine rich C-terminal 1	54544
CREB1	cAMP responsive element binding protein 1	1385
CREB3	cAMP responsive element binding protein 3	10488
CREB3L1	cAMP responsive element binding protein 3 like 1	90993
CREB3L2	cAMP responsive element binding protein 3 like 2	64764
CREB3L3	cAMP responsive element binding protein 3 like 3	84699
CREB3L4	cAMP responsive element binding protein 3 like 4	148327
CREB5	cAMP responsive element binding protein 5	9586
CREBBP	CREB binding protein	1387
CREBL2	cAMP responsive element binding protein like 2	1389
CREBRF	CREB3 regulatory factor	153222
CREBZF	CREB/ATF bZIP transcription factor	58487
CREG1	cellular repressor of E1A stimulated genes 1	8804
CREG2	cellular repressor of E1A stimulated genes 2	200407
CRELD1	cysteine rich with EGF like domains 1	78987
CRELD2	cysteine rich with EGF like domains 2	79174
CREM	cAMP responsive element modulator	1390
CRH	corticotropin releasing hormone	1392
CRHBP	corticotropin releasing hormone binding protein	1393
CRHR1	corticotropin releasing hormone receptor 1	1394
CRHR2	corticotropin releasing hormone receptor 2	1395
CRIM1	cysteine rich transmembrane BMP regulator 1	51232
CRIM1-DT	CRIM1 divergent transcript	100288911
CRIP1	cysteine rich protein 1	1396
CRIP1P1	cysteine rich protein 1 pseudogene 1	106480793
CRIP1P2	cysteine rich protein 1 pseudogene 2	641456
CRIP1P3	cysteine rich protein 1 pseudogene 3	106479040
CRIP1P4	cysteine rich protein 1 pseudogene 4	641457
CRIP2	cysteine rich protein 2	1397
CRIP3	cysteine rich protein 3	401262
CRIPAK	cysteine rich PAK1 inhibitor	285464
CRIPT	CXXC repeat containing interactor of PDZ3 domain	9419
CRISP1	cysteine rich secretory protein 1	167
CRISP2	cysteine rich secretory protein 2	7180
CRISP3	cysteine rich secretory protein 3	10321
CRISPLD1	cysteine rich secretory protein LCCL domain containing 1	83690
CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	83716
CRK	CRK proto-oncogene, adaptor protein	1398
CRKL	CRK like proto-oncogene, adaptor protein	1399
CRLF1	cytokine receptor like factor 1	9244
CRLF2	cytokine receptor like factor 2	64109
CRLF3	cytokine receptor like factor 3	51379
CRLS1	cardiolipin synthase 1	54675
CRMP1	collapsin response mediator protein 1	1400
CRNDE	colorectal neoplasia differentially expressed	643911
CRNKL1	crooked neck pre-mRNA splicing factor 1	51340
CRNN	cornulin	49860
CROCC	ciliary rootlet coiled-coil, rootletin	9696
CROCC2	ciliary rootlet coiled-coil, rootletin family member 2	728763
CROCCP1	CROCC pseudogene 1	392547
CROCCP2	CROCC pseudogene 2	84809
CROCCP3	CROCC pseudogene 3	114819
CROCCP4	CROCC pseudogene 4	100421113
CROCCP5	CROCC pseudogene 5	100421114
CROT	carnitine O-octanoyltransferase	54677
CRP	C-reactive protein	1401
CRPP1	C-reactive protein pseudogene 1	171422
CRPPA	CDP-L-ribitol pyrophosphorylase A	729920
CRPPA-AS1	CRPPA antisense RNA 1	100506025
CRSP5	cofactor required for Sp1 transcriptional activation subunit 5	10688
CRTAC1	cartilage acidic protein 1	55118
CRTAM	cytotoxic and regulatory T cell molecule	56253
CRTAP	cartilage associated protein	10491
CRTC1	CREB regulated transcription coactivator 1	23373
CRTC2	CREB regulated transcription coactivator 2	200186
CRTC3	CREB regulated transcription coactivator 3	64784
CRTC3-AS1	CRTC3 antisense RNA 1	101926895
CRTL2	entry withdrawn	
CRX	cone-rod homeobox	1406
CRY1	cryptochrome circadian regulator 1	1407
CRY2	cryptochrome circadian regulator 2	1408
CRYAA	crystallin alpha A	1409
CRYAA2	crystallin alpha A2	102724652
CRYAB	crystallin alpha B	1410
CRYBA1	crystallin beta A1	1411
CRYBA2	crystallin beta A2	1412
CRYBA4	crystallin beta A4	1413
CRYBB1	crystallin beta B1	1414
CRYBB2	crystallin beta B2	1415
CRYBB2P1	crystallin beta B2 pseudogene 1	1416
CRYBB3	crystallin beta B3	1417
CRYBG1	crystallin beta-gamma domain containing 1	202
CRYBG2	crystallin beta-gamma domain containing 2	55057
CRYBG3	crystallin beta-gamma domain containing 3	131544
CRYGA	crystallin gamma A	1418
CRYGB	crystallin gamma B	1419
CRYGC	crystallin gamma C	1420
CRYGD	crystallin gamma D	1421
CRYGEP	crystallin gamma E, pseudogene	200575
CRYGFP	crystallin gamma F, pseudogene	1423
CRYGGP	crystallin gamma G, pseudogene	1424
CRYGN	crystallin gamma N	155051
CRYGP1	entry withdrawn	
CRYGP2	entry withdrawn	
CRYGS	crystallin gamma S	1427
CRYL1	crystallin lambda 1	51084
CRYM	crystallin mu	1428
CRYM-AS1	CRYM antisense RNA 1	400508
CRYZ	crystallin zeta	1429
CRYZL1	crystallin zeta like 1	9946
CRYZL2P	crystallin zeta like 2, pseudogene	730102
CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough	111240474
CRYZP1	crystallin zeta pseudogene 1	1430
CRYZP2	crystallin zeta pseudogene 2	100526735
CS	citrate synthase	1431
CSAD	cysteine sulfinic acid decarboxylase	51380
CSAG1	chondrosarcoma associated gene 1	158511
CSAG2	CSAG family member 2	102723547
CSAG3	CSAG family member 3	389903
CSAG4	CSAG family member 4 (pseudogene)	100130935
CSDC2	cold shock domain containing C2	27254
CSDE1	cold shock domain containing E1	7812
CSE1L	chromosome segregation 1 like	1434
CSE1L-AS1	CSE1L antisense RNA 1	102723483
CSF1	colony stimulating factor 1	1435
CSF1R	colony stimulating factor 1 receptor	1436
CSF2	colony stimulating factor 2	1437
CSF2RA	colony stimulating factor 2 receptor alpha subunit	1438
CSF2RB	colony stimulating factor 2 receptor beta common subunit	1439
CSF2RBP1	colony stimulating factor 2 receptor beta common subunit pseudogene 1	23772
CSF3	colony stimulating factor 3	1440
CSF3R	colony stimulating factor 3 receptor	1441
CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	55790
CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	55454
CSH1	chorionic somatomammotropin hormone 1	1442
CSH2	chorionic somatomammotropin hormone 2	1443
CSHL1	chorionic somatomammotropin hormone like 1	1444
CSK	C-terminal Src kinase	1445
CSKMT	citrate synthase lysine methyltransferase	751071
CSMD1	CUB and Sushi multiple domains 1	64478
CSMD2	CUB and Sushi multiple domains 2	114784
CSMD2-AS1	CSMD2 antisense RNA 1	402779
CSMD3	CUB and Sushi multiple domains 3	114788
CSN1S1	casein alpha s1	1446
CSN1S2AP	casein alpha s2-like A, pseudogene	286828
CSN1S2BP	casein alpha s2-like B, pseudogene	100337616
CSN2	casein beta	1447
CSN3	casein kappa	1448
CSNK1A1	casein kinase 1 alpha 1	1452
CSNK1A1L	casein kinase 1 alpha 1 like	122011
CSNK1A1P1	casein kinase 1 alpha 1 pseudogene 1	161635
CSNK1A1P2	casein kinase 1 alpha 1 pseudogene 2	120321
CSNK1A1P3	casein kinase 1 alpha 1 pseudogene 3	100526776
CSNK1D	casein kinase 1 delta	1453
CSNK1E	casein kinase 1 epsilon	1454
CSNK1G1	casein kinase 1 gamma 1	53944
CSNK1G2	casein kinase 1 gamma 2	1455
CSNK1G2-AS1	CSNK1G2 antisense RNA 1	255193
CSNK1G2P1	casein kinase 1 gamma 2 pseudogene 1	100419821
CSNK1G3	casein kinase 1 gamma 3	1456
CSNK2A1	casein kinase 2 alpha 1	1457
CSNK2A2	casein kinase 2 alpha 2	1459
CSNK2A3	casein kinase 2 alpha 3	283106
CSNK2B	casein kinase 2 beta	1460
CSNKA2IP	casein kinase 2 subunit alpha' interacting protein	111064647
CSPG4	chondroitin sulfate proteoglycan 4	1464
CSPG4P1Y	CSPG4 pseudogene 1 Y-linked	114758
CSPG4P2Y	CSPG4 pseudogene 2 Y-linked	84664
CSPG4P3Y	CSPG4 pseudogene 3 Y-linked	100287261
CSPG4P4Y	CSPG4 pseudogene 4 Y-linked	100287502
CSPG4P5	chondroitin sulfate proteoglycan 4 pseudogene 5	114817
CSPG4P8	chondroitin sulfate proteoglycan 4 pseudogene 8	440297
CSPG4P9	chondroitin sulfate proteoglycan 4 pseudogene 9	642288
CSPG4P10	chondroitin sulfate proteoglycan 4 pseudogene 10	390627
CSPG4P11	chondroitin sulfate proteoglycan 4 pseudogene 11	100631254
CSPG4P12	chondroitin sulfate proteoglycan 4 pseudogene 12	728121
CSPG4P13	chondroitin sulfate proteoglycan 4 pseudogene 13	100302666
CSPG5	chondroitin sulfate proteoglycan 5	10675
CSPP1	centrosome and spindle pole associated protein 1	79848
CSRNP1	cysteine and serine rich nuclear protein 1	64651
CSRNP2	cysteine and serine rich nuclear protein 2	81566
CSRNP3	cysteine and serine rich nuclear protein 3	80034
CSRP1	cysteine and glycine rich protein 1	1465
CSRP2	cysteine and glycine rich protein 2	1466
CSRP2P1	cysteine and glycine rich protein 2 pseudogene 1	1467
CSRP3	cysteine and glycine rich protein 3	8048
CST1	cystatin SN	1469
CST2	cystatin SA	1470
CST2P1	cystatin SA pseudogene 1	101410546
CST3	cystatin C	1471
CST4	cystatin S	1472
CST5	cystatin D	1473
CST6	cystatin E/M	1474
CST7	cystatin F	8530
CST8	cystatin 8	10047
CST9	cystatin 9	128822
CST9L	cystatin 9 like	128821
CST9LP1	cystatin 9-like pseudogene 1	128820
CST9LP2	cystatin 9-like pseudogene 2	106480788
CST11	cystatin 11	140880
CST12P	cystatin 12, pseudogene	106478911
CST13P	cystatin 13, pseudogene	164380
CSTA	cystatin A	1475
CSTB	cystatin B	1476
CSTF1	cleavage stimulation factor subunit 1	1477
CSTF2	cleavage stimulation factor subunit 2	1478
CSTF2T	cleavage stimulation factor subunit 2 tau variant	23283
CSTF3	cleavage stimulation factor subunit 3	1479
CSTF3-DT	CSTF3 divergent transcript	338739
CSTL1	cystatin like 1	128817
CSTP1	cystatin pseudogene 1	1480
CSTP2	cystatin pseudogene 2	1481
CT45A1	cancer/testis antigen family 45 member A1	541466
CT45A2	cancer/testis antigen family 45 member A2	728911
CT45A3	cancer/testis antigen family 45 member A3	441519
CT45A5	cancer/testis antigen family 45 member A5	441521
CT45A6	cancer/testis antigen family 45 member A6	541465
CT45A7	cancer/testis antigen family 45 member A7	101060211
CT45A8	cancer/testis antigen family 45 member A8	102723737
CT45A9	cancer/testis antigen family 45 member A9	102723680
CT45A10	cancer/testis antigen family 45 member A10	102723631
CT45A11P	cancer/testis antigen family 45 member A11, pseudogene	100129813
CT45B1P	cancer/testis antigen family 45 member B1, pseudogene	100337646
CT47A1	cancer/testis antigen family 47 member A1	728096
CT47A2	cancer/testis antigen family 47 member A2	728090
CT47A3	cancer/testis antigen family 47 member A3	728082
CT47A4	cancer/testis antigen family 47 member A4	728075
CT47A5	cancer/testis antigen family 47 member A5	728072
CT47A6	cancer/testis antigen family 47 member A6	728062
CT47A7	cancer/testis antigen family 47 member A7	653282
CT47A8	cancer/testis antigen family 47 member A8	728049
CT47A9	cancer/testis antigen family 47 member A9	728042
CT47A10	cancer/testis antigen family 47 member A10	728036
CT47A11	cancer/testis antigen family 47 member A11	255313
CT47A12	cancer/testis antigen family 47 member A12	100507170
CT47B1	cancer/testis antigen family 47 member B1	643311
CT55	cancer/testis antigen 55	54967
CT62	cancer/testis antigen 62	196993
CT83	cancer/testis antigen 83	203413
CTAA1	cataract, anterior polar 1	1483
CTAA2	cataract, anterior polar 2	1484
CTAG1A	cancer/testis antigen 1A	246100
CTAG1B	cancer/testis antigen 1B	1485
CTAG2	cancer/testis antigen 2	30848
CTAGE1	cutaneous T cell lymphoma-associated antigen 1	64693
CTAGE3P	CTAGE family member 3, pseudogene	220112
CTAGE4	CTAGE family member 4	100128553
CTAGE6	CTAGE family member 6	340307
CTAGE7P	CTAGE family member 7, pseudogene	119437
CTAGE8	CTAGE family member 8	100142659
CTAGE9	CTAGE family member 9	643854
CTAGE10P	CTAGE family member 10, pseudogene	220429
CTAGE11P	CTAGE family member 11, pseudogene	647288
CTAGE12P	CTAGE family member 12, pseudogene	392298
CTAGE13P	CTAGE family member 13, pseudogene	100421638
CTAGE14P	CTAGE family member 14, pseudogene	401018
CTAGE15	CTAGE family member 15	441294
CTAGE16P	CTAGE family member 16, pseudogene	341689
CTBP1	C-terminal binding protein 1	1487
CTBP1-AS	CTBP1 antisense RNA	285463
CTBP1-DT	CTBP1 divergent transcript	92070
CTBP2	C-terminal binding protein 2	1488
CTBP2P1	C-terminal binding protein 2 pseudogene 1	352905
CTBP2P2	C-terminal binding protein 2 pseudogene 2	100130970
CTBP2P3	C-terminal binding protein 2 pseudogene 3	220147
CTBP2P4	C-terminal binding protein 2 pseudogene 4	642909
CTBP2P5	C-terminal binding protein 2 pseudogene 5	646936
CTBP2P6	C-terminal binding protein 2 pseudogene 6	120449
CTBP2P7	C-terminal binding protein 2 pseudogene 7	401914
CTBP2P8	C-terminal binding protein 2 pseudogene 8	100420253
CTBS	chitobiase	1486
CTC1	CST telomere replication complex component 1	80169
CTCF	CCCTC-binding factor	10664
CTCFL	CCCTC-binding factor like	140690
CTD	Coats disease	1283
CTDNEP1	CTD nuclear envelope phosphatase 1	23399
CTDP1	CTD phosphatase subunit 1	9150
CTDSP1	CTD small phosphatase 1	58190
CTDSP2	CTD small phosphatase 2	10106
CTDSPL	CTD small phosphatase like	10217
CTDSPL2	CTD small phosphatase like 2	51496
CTF1	cardiotrophin 1	1489
CTF2P	cardiotrophin 2, pseudogene	100289419
CTGLF8P	entry withdrawn	
CTH	cystathionine gamma-lyase	1491
CTHM	cono-truncal heart malformation	
CTHRC1	collagen triple helix repeat containing 1	115908
CTHRC1P1	collagen triple helix repeat containing 1 pseudogene 1	106480299
CTIF	cap binding complex dependent translation initiation factor	9811
CTLA4	cytotoxic T-lymphocyte associated protein 4	1493
CTNNA1	catenin alpha 1	1495
CTNNA1P1	catenin alpha 1 pseudogene 1	1498
CTNNA2	catenin alpha 2	1496
CTNNA3	catenin alpha 3	29119
CTNNAL1	catenin alpha like 1	8727
CTNNB1	catenin beta 1	1499
CTNNBIP1	catenin beta interacting protein 1	56998
CTNNBL1	catenin beta like 1	56259
CTNND1	catenin delta 1	1500
CTNND2	catenin delta 2	1501
CTNS	cystinosin, lysosomal cystine transporter	1497
CTPL1	cataract, pulverulent (autosomal recessive, early-onset)	81863
CTPS1	CTP synthase 1	1503
CTPS2	CTP synthase 2	56474
CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component	9646
CTRB1	chymotrypsinogen B1	1504
CTRB2	chymotrypsinogen B2	440387
CTRC	chymotrypsin C	11330
CTRL	chymotrypsin like	1506
CTSA	cathepsin A	5476
CTSB	cathepsin B	1508
CTSC	cathepsin C	1075
CTSD	cathepsin D	1509
CTSE	cathepsin E	1510
CTSF	cathepsin F	8722
CTSG	cathepsin G	1511
CTSGL1	entry withdrawn	
CTSH	cathepsin H	1512
CTSK	cathepsin K	1513
CTSL	cathepsin L	1514
CTSL3P	cathepsin L family member 3, pseudogene	392360
CTSLP1	cathepsin L pseudogene 1	118945
CTSLP2	cathepsin L pseudogene 2	1517
CTSLP3	cathepsin L pseudogene 3	644021
CTSLP4	cathepsin L pseudogene 4	644496
CTSLP6	cathepsin L pseudogene 6	642413
CTSLP8	cathepsin L pseudogene 8	1518
CTSO	cathepsin O	1519
CTSS	cathepsin S	1520
CTSV	cathepsin V	1515
CTSW	cathepsin W	1521
CTSZ	cathepsin Z	1522
CTTN	cortactin	2017
CTTNBP2	cortactin binding protein 2	83992
CTTNBP2NL	CTTNBP2 N-terminal like	55917
CTU1	cytosolic thiouridylase subunit 1	90353
CTU2	cytosolic thiouridylase subunit 2	348180
CTXN1	cortexin 1	404217
CTXN2	cortexin 2	399697
CTXN3	cortexin 3	613212
CTXND1	cortexin domain containing 1	100996492
CTXND2	cortexin domain containing 2	100996521
CUBN	cubilin	8029
CUBNP1	cubilin pseudogene 1	728064
CUBNP2	cubilin pseudogene 2	100289280
CUBNP3	cubilin pseudogene 3	100421634
CUEDC1	CUE domain containing 1	404093
CUEDC2	CUE domain containing 2	79004
CUL1	cullin 1	8454
CUL1P1	cullin 1 pseudogene 1	100288463
CUL2	cullin 2	8453
CUL3	cullin 3	8452
CUL4A	cullin 4A	8451
CUL4AP1	cullin 4A pseudogene 1	100129008
CUL4B	cullin 4B	8450
CUL5	cullin 5	8065
CUL7	cullin 7	9820
CUL9	cullin 9	23113
CUTA	cutA divalent cation tolerance homolog	51596
CUTALP	cutA divalent cation tolerance homolog-like, pseudogene	253039
CUTC	cutC copper transporter	51076
CUX1	cut like homeobox 1	1523
CUX2	cut like homeobox 2	23316
CUX2P1	cut like homeobox 2 pseudogene 1	100126596
CUX2P2	cut like homeobox 2 pseudogene 2	100126597
CUZD1	CUB and zona pellucida like domains 1	50624
CWC15	CWC15 spliceosome associated protein homolog	51503
CWC22	CWC22 spliceosome associated protein homolog	57703
CWC25	CWC25 spliceosome associated protein homolog	54883
CWC27	CWC27 spliceosome associated protein homolog	10283
CWF19L1	CWF19 like cell cycle control factor 1	55280
CWF19L2	CWF19 like cell cycle control factor 2	143884
CWH43	cell wall biogenesis 43 C-terminal homolog	80157
CX3CL1	C-X3-C motif chemokine ligand 1	6376
CX3CR1	C-X3-C motif chemokine receptor 1	1524
CXADR	CXADR Ig-like cell adhesion molecule	1525
CXADRP1	CXADR pseudogene 1	653108
CXADRP2	CXADR pseudogene 2	646243
CXADRP3	CXADR pseudogene 3	440224
CXB3S	coxsackie virus B3 sensitivity	1526
CXCL1	C-X-C motif chemokine ligand 1	2919
CXCL1P1	C-X-C motif chemokine ligand 1 pseudogene 1	50612
CXCL2	C-X-C motif chemokine ligand 2	2920
CXCL3	C-X-C motif chemokine ligand 3	2921
CXCL5	C-X-C motif chemokine ligand 5	6374
CXCL6	C-X-C motif chemokine ligand 6	6372
CXCL8	C-X-C motif chemokine ligand 8	3576
CXCL9	C-X-C motif chemokine ligand 9	4283
CXCL10	C-X-C motif chemokine ligand 10	3627
CXCL11	C-X-C motif chemokine ligand 11	6373
CXCL12	C-X-C motif chemokine ligand 12	6387
CXCL13	C-X-C motif chemokine ligand 13	10563
CXCL14	C-X-C motif chemokine ligand 14	9547
CXCL16	C-X-C motif chemokine ligand 16	58191
CXCL17	C-X-C motif chemokine ligand 17	284340
CXCR1	C-X-C motif chemokine receptor 1	3577
CXCR2	C-X-C motif chemokine receptor 2	3579
CXCR2P1	C-X-C motif chemokine receptor 2 pseudogene 1	3580
CXCR3	C-X-C motif chemokine receptor 3	2833
CXCR4	C-X-C motif chemokine receptor 4	7852
CXCR5	C-X-C motif chemokine receptor 5	643
CXCR6	C-X-C motif chemokine receptor 6	10663
CXorf21	chromosome X open reading frame 21	80231
CXorf38	chromosome X open reading frame 38	159013
CXorf40A	chromosome X open reading frame 40A	91966
CXorf40B	chromosome X open reading frame 40B	541578
CXorf49	chromosome X open reading frame 49	100130361
CXorf49B	chromosome X open reading frame 49B	100132994
CXorf51A	chromosome X open reading frame 51A	100129239
CXorf51B	chromosome X open reading frame 51B	100133053
CXorf56	chromosome X open reading frame 56	63932
CXorf58	chromosome X open reading frame 58	254158
CXorf65	chromosome X open reading frame 65	158830
CXorf66	chromosome X open reading frame 66	347487
CXorf67	chromosome X open reading frame 67	340602
CXXC1	CXXC finger protein 1	30827
CXXC1P1	CXXC finger protein 1 pseudogene 1	392459
CXXC4	CXXC finger protein 4	80319
CXXC4-AS1	CXXC4 antisense RNA 1	101929468
CXXC5	CXXC finger protein 5	51523
CXXC5-AS1	CXXC5 antisense RNA 1	111082989
CYB5A	cytochrome b5 type A	1528
CYB5AP1	entry withdrawn	
CYB5AP2	cytochrome b5 type A pseudogene 2	100128621
CYB5AP3	cytochrome b5 type A pseudogene 3	1531
CYB5AP4	cytochrome b5 type A pseudogene 4	1532
CYB5AP5	cytochrome b5 type A pseudogene 5	100289051
CYB5B	cytochrome b5 type B	80777
CYB5D1	cytochrome b5 domain containing 1	124637
CYB5D2	cytochrome b5 domain containing 2	124936
CYB5R1	cytochrome b5 reductase 1	51706
CYB5R2	cytochrome b5 reductase 2	51700
CYB5R3	cytochrome b5 reductase 3	1727
CYB5R4	cytochrome b5 reductase 4	51167
CYB5RL	cytochrome b5 reductase like	606495
CYB561	cytochrome b561	1534
CYB561A3	cytochrome b561 family member A3	220002
CYB561D1	cytochrome b561 family member D1	284613
CYB561D2	cytochrome b561 family member D2	11068
CYBA	cytochrome b-245 alpha chain	1535
CYBB	cytochrome b-245 beta chain	1536
CYBC1	cytochrome b-245 chaperone 1	79415
CYBRD1	cytochrome b reductase 1	79901
CYC1	cytochrome c1	1537
CYCS	cytochrome c, somatic	54205
CYCSP1	CYCS pseudogene 1	122950
CYCSP2	CYCS pseudogene 2	360183
CYCSP3	CYCS pseudogene 3	349198
CYCSP4	CYCS pseudogene 4	360157
CYCSP5	CYCS pseudogene 5	360158
CYCSP6	CYCS pseudogene 6	360159
CYCSP7	CYCS pseudogene 7	164837
CYCSP8	CYCS pseudogene 8	360160
CYCSP10	CYCS pseudogene 10	360166
CYCSP11	CYCS pseudogene 11	360167
CYCSP12	CYCS pseudogene 12	360168
CYCSP14	CYCS pseudogene 14	360170
CYCSP16	CYCS pseudogene 16	360171
CYCSP17	CYCS pseudogene 17	360172
CYCSP18	CYCS pseudogene 18	360173
CYCSP19	CYCS pseudogene 19	360174
CYCSP20	CYCS pseudogene 20	349158
CYCSP22	CYCS pseudogene 22	360175
CYCSP23	CYCS pseudogene 23	360176
CYCSP24	CYCS pseudogene 24	360177
CYCSP25	CYCS pseudogene 25	120528
CYCSP26	CYCS pseudogene 26	360178
CYCSP27	CYCS pseudogene 27	341148
CYCSP28	CYCS pseudogene 28	360179
CYCSP29	CYCS pseudogene 29	360180
CYCSP30	CYCS pseudogene 30	121026
CYCSP32	CYCS pseudogene 32	360181
CYCSP33	CYCS pseudogene 33	221180
CYCSP34	CYCS pseudogene 34	360182
CYCSP35	CYCS pseudogene 35	121916
CYCSP38	CYCS pseudogene 38	360184
CYCSP39	CYCS pseudogene 39	342358
CYCSP40	CYCS pseudogene 40	360185
CYCSP41	CYCS pseudogene 41	360186
CYCSP42	CYCS pseudogene 42	343727
CYCSP43	CYCS pseudogene 43	360187
CYCSP44	CYCS pseudogene 44	349391
CYCSP45	CYCS pseudogene 45	352852
CYCSP46	CYCS pseudogene 46	286550
CYCSP48	CYCS pseudogene 48	360188
CYCSP49	CYCS pseudogene 49	360009
CYCSP51	CYCS pseudogene 51	343045
CYCSP52	CYCS pseudogene 52	360155
CYCSP53	CYCS pseudogene 53	360156
CYCSP55	CYCS pseudogene 55	157317
CYCTP	cytochrome c, testis, pseudogene	360163
CYFIP1	cytoplasmic FMR1 interacting protein 1	23191
CYFIP2	cytoplasmic FMR1 interacting protein 2	26999
CYGB	cytoglobin	114757
CYHR1	cysteine and histidine rich 1	50626
CYLC1	cylicin 1	1538
CYLC2	cylicin 2	1539
CYLD	CYLD lysine 63 deubiquitinase	1540
CYMD	cystoid macular dystrophy	1541
CYMP	chymosin pseudogene	643160
CYMP-AS1	CYMP antisense RNA 1	440602
CYP1A1	cytochrome P450 family 1 subfamily A member 1	1543
CYP1A2	cytochrome P450 family 1 subfamily A member 2	1544
CYP1B1	cytochrome P450 family 1 subfamily B member 1	1545
CYP1B1-AS1	CYP1B1 antisense RNA 1	285154
CYP1D1P	cytochrome P450 family 1 subfamily D member 1, pseudogene	100133307
CYP2A	entry withdrawn	
CYP2A6	cytochrome P450 family 2 subfamily A member 6	1548
CYP2A7	cytochrome P450 family 2 subfamily A member 7	1549
CYP2A7P1	cytochrome P450 family 2 subfamily A member 7 pseudogene 1	1550
CYP2A7P2	cytochrome P450 family 2 subfamily A member 7 pseudogene 2	
CYP2A13	cytochrome P450 family 2 subfamily A member 13	1553
CYP2AB1P	cytochrome P450 family 2 subfamily AB member 1, pseudogene	647265
CYP2AC1P	cytochrome P450 family 2 subfamily AC member 1, pseudogene	106478960
CYP2B6	cytochrome P450 family 2 subfamily B member 6	1555
CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene	1556
CYP2C8	cytochrome P450 family 2 subfamily C member 8	1558
CYP2C9	cytochrome P450 family 2 subfamily C member 9	1559
CYP2C18	cytochrome P450 family 2 subfamily C member 18	1562
CYP2C19	cytochrome P450 family 2 subfamily C member 19	1557
CYP2C23P	cytochrome P450 family 2 subfamily C member 23, pseudogene	107436076
CYP2C56P	cytochrome P450 family 2 subfamily C member 56, pseudogene	106478959
CYP2C58P	cytochrome P450 family 2 subfamily C member 58, pseudogene	106480430
CYP2C59P	cytochrome P450 family 2 subfamily C member 59, pseudogene	100874505
CYP2C60P	cytochrome P450 family 2 subfamily C member 60, pseudogene	106480748
CYP2C61P	cytochrome P450 family 2 subfamily C member 61, pseudogene	106480734
CYP2C63P	cytochrome P450 family 2 subfamily C member 63, pseudogene	107063541
CYP2C64P	cytochrome P450 family 2 subfamily C member 64, pseudogene	112499600
CYP2C115P	cytochrome P450 family 2 subfamily C member 115, pseudogene	100874513
CYP2D6	cytochrome P450 family 2 subfamily D member 6	1565
CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	1564
CYP2D8P	ccytochrome P450 family 2 subfamily D member 8, pseudogene	1568
CYP2E1	cytochrome P450 family 2 subfamily E member 1	1571
CYP2F1	cytochrome P450 family 2 subfamily F member 1	1572
CYP2F2P	cytochrome P450 family 2 subfamily F member 2, pseudogene	171427
CYP2G1P	cytochrome P450 family 2 subfamily G member 1, pseudogene	22952
CYP2G2P	cytochrome P450 family 2 subfamily G member 2, pseudogene	83757
CYP2J2	cytochrome P450 family 2 subfamily J member 2	1573
CYP2R1	cytochrome P450 family 2 subfamily R member 1	120227
CYP2S1	cytochrome P450 family 2 subfamily S member 1	29785
CYP2T1P	cytochrome P450 family 2 subfamily T member 1, pseudogene	171523
CYP2T3P	cytochrome P450 family 2 subfamily T member 3, pseudogene	163007
CYP2U1	cytochrome P450 family 2 subfamily U member 1	113612
CYP2W1	cytochrome P450 family 2 subfamily W member 1	54905
CYP3A	entry withdrawn	
CYP3A4	cytochrome P450 family 3 subfamily A member 4	1576
CYP3A5	cytochrome P450 family 3 subfamily A member 5	1577
CYP3A5P2	entry withdrawn	
