# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 10 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-5157
# Timestamp: Thu, 30-May-2019 20:40:45
Gene ID	Gene Name	'biomass' vs 'control' at '1 hour' .foldChange	'biomass' vs 'control' at '1 hour'.pValue	'biomass' vs 'control' at '16 hour' .foldChange	'biomass' vs 'control' at '16 hour'.pValue	'biomass' vs 'control' at '20 hour' .foldChange	'biomass' vs 'control' at '20 hour'.pValue	'biomass' vs 'control' at '4 hour' .foldChange	'biomass' vs 'control' at '4 hour'.pValue	'biomass' vs 'control' at '8 hour' .foldChange	'biomass' vs 'control' at '8 hour'.pValue	'diesel' vs 'control' at '1 hour' .foldChange	'diesel' vs 'control' at '1 hour'.pValue	'diesel' vs 'control' at '16 hour' .foldChange	'diesel' vs 'control' at '16 hour'.pValue	'diesel' vs 'control' at '20 hour' .foldChange	'diesel' vs 'control' at '20 hour'.pValue	'diesel' vs 'control' at '4 hour' .foldChange	'diesel' vs 'control' at '4 hour'.pValue	'diesel' vs 'control' at '8 hour' .foldChange	'diesel' vs 'control' at '8 hour'.pValue
ENSG00000123154	WDR83	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035			-0.1	0.999963861920391					-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123159	GIPC1	-0.1	0.999973754074131	-0.3	0.999516510215591	-0.1	0.999975865166861	0.3	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088				
ENSG00000123178	SPRYD7	-0.1	0.999973754074131	-0.2	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035					-0.2	0.999999971785988			-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123179	EBPL											-0.1	0.999963861920391			0.2	0.999993864973088	0.1	0.99993743598835		
ENSG00000123191	ATP7B			-0.1	0.999516510215591	-0.1	0.999975865166861					-0.1	0.999963861920391	-0.1	0.999999971785988			-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000123200	ZC3H13			0.2	0.999516510215591			-0.1	0.996465604932035									0.1	0.99993743598835		
ENSG00000123213	NLN					0.1	0.999975865166861	-0.1	0.996465604932035					0.1	0.999999971785988	0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000123219	CENPK	0.1	0.999973754074131	0.1	0.999516510215591			-0.1	0.996465604932035	0.1	0.999988430414761			-0.1	0.999999971785988	-0.2	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123240	OPTN							-0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			-0.1	0.999993864973088				
ENSG00000123268	ATF1							-0.1	0.996465604932035	0.1	0.999988430414761			-0.1	0.999999971785988	-0.1	0.999993864973088	0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000123297	TSFM			-0.2	0.999516510215591			0.1	0.996465604932035	-0.1	0.999988430414761			-0.1	0.999999971785988			0.1	0.99993743598835		
ENSG00000123329	ARHGAP9			-0.1	0.999516510215591																
ENSG00000123342	MMP19	-0.1	0.999973754074131			0.1	0.999975865166861	0.1	0.996465604932035			-0.1	0.999963861920391					-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000123349	PFDN5	-0.1	0.999973754074131	0.1	0.999516510215591	0.2	0.999975865166861	0.1	0.996465604932035			-0.2	0.999963861920391					0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000123352	SPATS2			-0.1	0.999516510215591			-0.1	0.996465604932035					-0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123353	ORMDL2			0.2	0.999516510215591	0.1	0.999975865166861			0.1	0.999988430414761					0.1	0.999993864973088				
ENSG00000123358	NR4A1			-0.1	0.999516510215591			0.3	0.996465604932035			0.1	0.999963861920391			0.3	0.999993864973088	0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000123374	CDK2	0.1	0.999973754074131							-0.1	0.999988430414761							-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123384	LRP1			-0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035					-0.1	0.999999971785988	0.1	0.999993864973088	-0.3	0.99993743598835	-0.1	0.999991842764457
ENSG00000123395	ATG101	-0.2	0.999973754074131	-0.3	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000123405	NFE2							0.1	0.996465604932035												
ENSG00000123411	IKZF4	-0.1	0.999973754074131	-0.1	0.999516510215591			-0.1	0.996465604932035	0.1	0.999988430414761			-0.1	0.999999971785988			-0.1	0.99993743598835		
ENSG00000123415	SMUG1	0.1	0.999973754074131	-0.1	0.999516510215591	0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	0.2	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123416	TUBA1B			0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.2	0.999993864973088	-0.1	0.99993743598835	-0.2	0.999991842764457
ENSG00000123427	EEF1AKMT3			0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035			-0.1	0.999963861920391			0.1	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123444	KBTBD4			-0.1	0.999516510215591	0.1	0.999975865166861			-0.1	0.999988430414761									-0.1	0.999991842764457
ENSG00000123453	SARDH			-0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	0.1	0.999988430414761			-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000123472	ATPAF1							-0.2	0.996465604932035			-0.1	0.999963861920391	-0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000123473	STIL	0.1	0.999973754074131	0.2	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391	0.1	0.999999971785988			0.1	0.99993743598835	-0.2	0.999991842764457
ENSG00000123485	HJURP			-0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	0.1	0.999988430414761										
ENSG00000123496	IL13RA2	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	-0.1	0.996465604932035												
ENSG00000123505	AMD1	0.2	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391			-0.1	0.999993864973088				
ENSG00000123545	NDUFAF4	-0.1	0.999973754074131	-0.2	0.999516510215591					0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	-0.1	0.999993864973088	0.2	0.99993743598835	0.1	0.999991842764457
ENSG00000123552	USP45	0.1	0.999973754074131	0.3	0.999516510215591	-0.1	0.999975865166861			0.1	0.999988430414761			0.1	0.999999971785988	-0.2	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123562	MORF4L2	0.1	0.999973754074131			0.1	0.999975865166861	-0.1	0.996465604932035									0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123570	RAB9B							0.1	0.996465604932035					-0.1	0.999999971785988						
ENSG00000123575	FAM199X							-0.2	0.996465604932035			0.1	0.999963861920391			-0.1	0.999993864973088			-0.1	0.999991842764457
ENSG00000123595	RAB9A			-0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035			0.1	0.999963861920391					0.3	0.99993743598835	0.1	0.999991842764457
ENSG00000123600	METTL8			0.2	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035	0.1	0.999988430414761			0.1	0.999999971785988			0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123607	TTC21B	0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035	0.1	0.999988430414761			0.1	0.999999971785988						
ENSG00000123609	NMI			0.1	0.999516510215591			0.1	0.996465604932035					0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000123610	TNFAIP6	-0.1	0.999973754074131															-0.1	0.99993743598835		
ENSG00000123636	BAZ2B	0.1	0.999973754074131	0.2	0.999516510215591			-0.2	0.996465604932035	0.1	0.999988430414761					-0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000123643	SLC36A1			-0.2	0.999516510215591			-0.2	0.996465604932035	0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	0.1	0.999993864973088	-0.2	0.99993743598835	0.2	0.999991842764457
ENSG00000123684	LPGAT1	0.1	0.999973754074131	0.2	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391	0.1	0.999999971785988						
ENSG00000123689	G0S2	-0.2	0.999973754074131	-0.2	0.999516510215591			0.3	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088				
ENSG00000123700	KCNJ2			-0.2	0.999516510215591									-0.1	0.999999971785988	-0.1	0.999993864973088	-0.3	0.99993743598835		
ENSG00000123728	RAP2C					0.1	0.999975865166861	-0.2	0.996465604932035			0.1	0.999963861920391					0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123737	EXOSC9	0.1	0.999973754074131	0.1	0.999516510215591			-0.1	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391			-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000123739	PLA2G12A			-0.1	0.999516510215591	-0.1	0.999975865166861	-0.1	0.996465604932035							-0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000123810	B9D2	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035			0.1	0.999963861920391	0.1	0.999999971785988	0.1	0.999993864973088				
ENSG00000123815	COQ8B			-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761										
ENSG00000123836	PFKFB2			0.1	0.999516510215591			0.1	0.996465604932035	-0.1	0.999988430414761									-0.1	0.999991842764457
ENSG00000123870	ZNF137P			0.1	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035							-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000123892	RAB38			-0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035					0.1	0.999999971785988			0.2	0.99993743598835	0.1	0.999991842764457
ENSG00000123908	AGO2	-0.1	0.999973754074131					-0.1	0.996465604932035							0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000123933	MXD4			-0.2	0.999516510215591			0.3	0.996465604932035	-0.1	0.999988430414761					0.2	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000123975	CKS2	-0.1	0.999973754074131	-0.1	0.999516510215591			0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	-0.2	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123977	DAW1							0.1	0.996465604932035			-0.1	0.999963861920391								
ENSG00000123983	ACSL3			0.1	0.999516510215591			-0.2	0.996465604932035							-0.1	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000123989	CHPF	-0.1	0.999973754074131	-0.3	0.999516510215591	-0.1	0.999975865166861	0.3	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088				
ENSG00000123992	DNPEP	0.1	0.999973754074131					0.2	0.996465604932035					0.1	0.999999971785988	0.3	0.999993864973088				
ENSG00000124006	OBSL1			-0.2	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035			0.1	0.999963861920391			0.2	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000124067	SLC12A4			-0.1	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035			-0.1	0.999963861920391					-0.2	0.99993743598835	0.1	0.999991842764457
ENSG00000124074	ENKD1	-0.1	0.999973754074131	-0.3	0.999516510215591	-0.2	0.999975865166861	0.2	0.996465604932035					0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000124091	GCNT7	-0.1	0.999973754074131	0.1	0.999516510215591	-0.1	0.999975865166861	-0.1	0.996465604932035									-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124098	FAM210B	-0.1	0.999973754074131					-0.1	0.996465604932035							-0.1	0.999993864973088				
ENSG00000124104	SNX21	-0.2	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.3	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000124107	SLPI	-0.1	0.999973754074131			0.1	0.999975865166861	-0.2	0.996465604932035	-0.1	0.999988430414761			-0.3	0.999999971785988			-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124120	TTPAL	-0.1	0.999973754074131					-0.1	0.996465604932035					-0.1	0.999999971785988						
ENSG00000124126	PREX1	-0.1	0.999973754074131	-0.3	0.999516510215591			0.2	0.996465604932035					-0.1	0.999999971785988					0.1	0.999991842764457
ENSG00000124140	SLC12A5			-0.1	0.999516510215591			-0.1	0.996465604932035									-0.1	0.99993743598835		
ENSG00000124143	ARHGAP40			0.1	0.999516510215591									0.2	0.999999971785988			-0.1	0.99993743598835		
ENSG00000124145	SDC4			0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035					0.1	0.999999971785988	0.2	0.999993864973088			0.1	0.999991842764457
ENSG00000124151	NCOA3	0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861											0.1	0.99993743598835		
ENSG00000124155	PIGT			-0.1	0.999516510215591			0.1	0.996465604932035					-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000124160	NCOA5			-0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035									-0.1	0.99993743598835		
ENSG00000124164	VAPB							-0.1	0.996465604932035					-0.1	0.999999971785988	-0.1	0.999993864973088				
ENSG00000124171	PARD6B	0.1	0.999973754074131			0.3	0.999975865166861					0.2	0.999963861920391	0.1	0.999999971785988	0.1	0.999993864973088	0.3	0.99993743598835		
ENSG00000124172	ATP5F1E			0.2	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124177	CHD6			0.1	0.999516510215591	-0.1	0.999975865166861									-0.1	0.999993864973088			-0.1	0.999991842764457
ENSG00000124181	PLCG1					0.1	0.999975865166861	0.1	0.996465604932035							0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000124191	TOX2			-0.2	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761										
ENSG00000124193	SRSF6	-0.1	0.999973754074131											0.1	0.999999971785988			0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000124198	ARFGEF2	0.1	0.999973754074131	0.1	0.999516510215591			-0.2	0.996465604932035					-0.1	0.999999971785988					-0.1	0.999991842764457
ENSG00000124201	ZNFX1					0.1	0.999975865166861							-0.1	0.999999971785988			-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124207	CSE1L	0.1	0.999973754074131	0.2	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391	0.1	0.999999971785988			0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124209	RAB22A							-0.1	0.996465604932035							-0.1	0.999993864973088				
ENSG00000124212	PTGIS					-0.1	0.999975865166861														
ENSG00000124214	STAU1	-0.1	0.999973754074131	-0.1	0.999516510215591			-0.1	0.996465604932035	-0.1	0.999988430414761										
ENSG00000124215	CDH26			0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035												
ENSG00000124216	SNAI1	0.1	0.999973754074131					0.1	0.996465604932035			0.1	0.999963861920391	0.1	0.999999971785988			0.2	0.99993743598835		
ENSG00000124217	MOCS3	-0.2	0.999973754074131	-0.1	0.999516510215591			0.1	0.996465604932035	-0.2	0.999988430414761	-0.1	0.999963861920391								
ENSG00000124222	STX16									0.1	0.999988430414761	0.1	0.999963861920391					0.1	0.99993743598835		
ENSG00000124224	PPP4R1L			0.2	0.999516510215591			-0.2	0.996465604932035							-0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000124225	PMEPA1			-0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088	-0.5	0.99993743598835	-0.1	0.999991842764457
ENSG00000124226	RNF114			-0.1	0.999516510215591																
ENSG00000124228	DDX27	-0.1	0.999973754074131	-0.1	0.999516510215591			0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391								
ENSG00000124243	BCAS4			-0.1	0.999516510215591	-0.2	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761	0.1	0.999963861920391	-0.1	0.999999971785988	-0.1	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124249	KCNK15							0.1	0.996465604932035												
ENSG00000124251	TP53TG5			0.1	0.999516510215591	0.1	0.999975865166861											-0.1	0.99993743598835		
ENSG00000124257	NEURL2	-0.1	0.999973754074131	-0.1	0.999516510215591			0.1	0.996465604932035			-0.1	0.999963861920391								
ENSG00000124275	MTRR			0.1	0.999516510215591			-0.2	0.996465604932035											-0.1	0.999991842764457
ENSG00000124279	FASTKD3			0.1	0.999516510215591			-0.1	0.996465604932035					0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124299	PEPD	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.2	0.999975865166861	0.3	0.996465604932035	-0.2	0.999988430414761					0.1	0.999993864973088				
ENSG00000124313	IQSEC2			0.1	0.999516510215591	0.1	0.999975865166861					0.1	0.999963861920391	0.1	0.999999971785988	0.2	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000124333	VAMP7			0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035							-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000124356	STAMBP							-0.1	0.996465604932035									0.1	0.99993743598835		
ENSG00000124357	NAGK							0.1	0.996465604932035	-0.1	0.999988430414761									0.1	0.999991842764457
ENSG00000124370	MCEE			-0.1	0.999516510215591			0.1	0.996465604932035	0.1	0.999988430414761							0.1	0.99993743598835		
ENSG00000124374	PAIP2B	-0.1	0.999973754074131	0.1	0.999516510215591													0.1	0.99993743598835		
ENSG00000124380	SNRNP27	0.1	0.999973754074131									0.1	0.999963861920391	-0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000124383	MPHOSPH10	0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035	0.1	0.999988430414761					-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000124406	ATP8A1	0.1	0.999973754074131	0.1	0.999516510215591							-0.1	0.999963861920391	-0.1	0.999999971785988	-0.1	0.999993864973088			-0.1	0.999991842764457
ENSG00000124422	USP22			-0.1	0.999516510215591					-0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000124440	HIF3A					-0.1	0.999975865166861	-0.1	0.996465604932035									-0.1	0.99993743598835		
ENSG00000124444	ZNF576	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	0.1	0.999988430414761			-0.1	0.999999971785988	-0.1	0.999993864973088			0.2	0.999991842764457
ENSG00000124459	ZNF45			0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035			-0.1	0.999963861920391								
ENSG00000124466	LYPD3							0.2	0.996465604932035												
ENSG00000124486	USP9X			0.2	0.999516510215591			-0.2	0.996465604932035	0.1	0.999988430414761							0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124496	TRERF1					0.1	0.999975865166861			-0.1	0.999988430414761									-0.1	0.999991842764457
ENSG00000124507	PACSIN1			-0.1	0.999516510215591	0.1	0.999975865166861														
ENSG00000124508	BTN2A2	0.1	0.999973754074131	0.1	0.999516510215591			0.1	0.996465604932035	-0.1	0.999988430414761							0.1	0.99993743598835		
ENSG00000124523	SIRT5	-0.1	0.999973754074131	0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	0.1	0.999999971785988					-0.1	0.999991842764457
ENSG00000124532	MRS2							-0.1	0.996465604932035							-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000124535	WRNIP1			0.1	0.999516510215591													-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000124541	RRP36	-0.1	0.999973754074131									-0.1	0.999963861920391	-0.1	0.999999971785988			0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000124549	BTN2A3P							0.1	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391			-0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000124562	SNRPC	-0.1	0.999973754074131	-0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000124570	SERPINB6	-0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861					-0.1	0.999963861920391	0.1	0.999999971785988					-0.1	0.999991842764457
ENSG00000124571	XPO5							-0.1	0.996465604932035			-0.1	0.999963861920391								
ENSG00000124574	ABCC10	-0.1	0.999973754074131	-0.1	0.999516510215591	0.1	0.999975865166861	0.4	0.996465604932035							0.1	0.999993864973088				
ENSG00000124587	PEX6	0.1	0.999973754074131	0.1	0.999516510215591			0.2	0.996465604932035	0.1	0.999988430414761			0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835	0.2	0.999991842764457
ENSG00000124588	NQO2			-0.1	0.999516510215591			-0.1	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391			0.1	0.999993864973088	-0.1	0.99993743598835	0.2	0.999991842764457
ENSG00000124593	AL365205.1	0.1	0.999973754074131	-0.1	0.999516510215591			0.1	0.996465604932035	0.1	0.999988430414761			0.1	0.999999971785988					0.1	0.999991842764457
ENSG00000124596	OARD1													-0.1	0.999999971785988	-0.1	0.999993864973088	0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000124602	UNC5CL			-0.1	0.999516510215591	0.1	0.999975865166861														
ENSG00000124608	AARS2	-0.2	0.999973754074131	-0.1	0.999516510215591	-0.2	0.999975865166861	0.3	0.996465604932035	-0.1	0.999988430414761	-0.2	0.999963861920391			0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000124613	ZNF391	-0.1	0.999973754074131			-0.1	0.999975865166861	-0.1	0.996465604932035							-0.1	0.999993864973088	0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000124614	RPS10			0.1	0.999516510215591	-0.1	0.999975865166861			-0.1	0.999988430414761									-0.1	0.999991842764457
ENSG00000124615	MOCS1	0.1	0.999973754074131			0.1	0.999975865166861	0.2	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391			0.2	0.999993864973088	0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000124635	HIST1H2BJ			-0.1	0.999516510215591	-0.1	0.999975865166861													-0.1	0.999991842764457
ENSG00000124641	MED20					0.1	0.999975865166861	0.1	0.996465604932035									0.1	0.99993743598835	-0.2	0.999991842764457
ENSG00000124659	TBCC			-0.4	0.999516510215591			0.3	0.996465604932035	-0.1	0.999988430414761									0.1	0.999991842764457
ENSG00000124664	SPDEF							0.1	0.996465604932035												
ENSG00000124688	MAD2L1BP	0.1	0.999973754074131	0.1	0.999516510215591					0.1	0.999988430414761			0.1	0.999999971785988	-0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000124702	KLHDC3	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761			-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000124713	GNMT			-0.1	0.999516510215591																
ENSG00000124733	MEA1					0.1	0.999975865166861	0.2	0.996465604932035							0.1	0.999993864973088				
ENSG00000124743	KLHL31					-0.1	0.999975865166861	0.1	0.996465604932035												
ENSG00000124749	COL21A1													-0.1	0.999999971785988			0.1	0.99993743598835		
ENSG00000124762	CDKN1A	0.1	0.999973754074131	-0.1	0.999516510215591	0.2	0.999975865166861	0.2	0.996465604932035	0.1	0.999988430414761	0.3	0.999963861920391	0.2	0.999999971785988	0.3	0.999993864973088	0.3	0.99993743598835	0.5	0.999991842764457
ENSG00000124766	SOX4					0.1	0.999975865166861	-0.3	0.996465604932035	-0.2	0.999988430414761	-0.1	0.999963861920391	0.1	0.999999971785988			-0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000124767	GLO1	0.1	0.999973754074131					-0.1	0.996465604932035							-0.1	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124772	CPNE5			0.1	0.999516510215591			-0.1	0.996465604932035									-0.1	0.99993743598835		
ENSG00000124782	RREB1	-0.1	0.999973754074131	-0.2	0.999516510215591					-0.1	0.999988430414761			-0.1	0.999999971785988	0.1	0.999993864973088				
ENSG00000124783	SSR1	0.1	0.999973754074131			0.1	0.999975865166861	-0.2	0.996465604932035									-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000124784	RIOK1	0.1	0.999973754074131	-0.1	0.999516510215591			-0.1	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391			-0.1	0.999993864973088	0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000124786	SLC35B3			0.2	0.999516510215591			-0.2	0.996465604932035	0.1	0.999988430414761			0.2	0.999999971785988						
ENSG00000124787	RPP40			0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035												
ENSG00000124788	ATXN1							-0.1	0.996465604932035			-0.1	0.999963861920391			0.1	0.999993864973088	0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000124789	NUP153			0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035					-0.1	0.999999971785988					-0.1	0.999991842764457
ENSG00000124795	DEK	0.1	0.999973754074131	0.1	0.999516510215591			-0.2	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391			-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000124802	EEF1E1					-0.2	0.999975865166861	-0.1	0.996465604932035			0.1	0.999963861920391	-0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000124813	RUNX2	0.1	0.999973754074131	0.2	0.999516510215591	0.1	0.999975865166861							0.4	0.999999971785988	0.5	0.743132186529682	0.1	0.99993743598835	0.2	0.999991842764457
ENSG00000124831	LRRFIP1					-0.1	0.999975865166861	-0.1	0.996465604932035					0.1	0.999999971785988	-0.1	0.999993864973088				
ENSG00000124839	RAB17			-0.2	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761							0.1	0.99993743598835		
ENSG00000124875	CXCL6			-0.2	0.999516510215591																
ENSG00000124882	EREG	0.1	0.999973754074131	0.2	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035	0.1	0.999988430414761	0.2	0.999963861920391	0.4	0.999999971785988	0.4	0.999993864973088	0.4	0.99993743598835	0.2	0.999991842764457
